system:index,FID,mean,.geo
0000000000000000001b,47.0,0.001835412229411304,"{""type"":""Point"",""coordinates"":[30.332170695938395,-29.24852165255239]}"
0000000000000000001c,49.0,-0.06979450583457947,"{""type"":""Point"",""coordinates"":[30.29961451525361,-29.234425980692045]}"
0000000000000000001d,50.0,-0.10126268863677979,"{""type"":""Point"",""coordinates"":[30.064216822614558,-29.594580932745647]}"
0000000000000000001e,54.0,-0.04707363620400429,"{""type"":""Point"",""coordinates"":[30.316033962452885,-29.22046417372351]}"
0000000000000000001f,55.0,-0.2910550832748413,"{""type"":""Point"",""coordinates"":[29.947748497862996,-29.64524193171477]}"
00000000000000000020,56.0,0.021775543689727783,"{""type"":""Point"",""coordinates"":[30.251224408620146,-29.254694120234227]}"
00000000000000000021,59.0,0.05177174508571625,"{""type"":""Point"",""coordinates"":[29.924857497479156,-29.69468923648061]}"
00000000000000000022,60.0,-0.09188380837440491,"{""type"":""Point"",""coordinates"":[30.050050139140204,-29.54838726723571]}"
00000000000000000023,61.0,0.03090536594390869,"{""type"":""Point"",""coordinates"":[30.51177918993267,-29.281904236670513]}"
00000000000000000024,62.0,0.02724575065076351,"{""type"":""Point"",""coordinates"":[30.460712014557352,-29.279854787548633]}"
00000000000000000025,63.0,0.005366432946175337,"{""type"":""Point"",""coordinates"":[29.92258759243347,-29.687917131120816]}"
00000000000000000026,65.0,-0.10160678625106812,"{""type"":""Point"",""coordinates"":[30.279550211576975,-29.258609698299573]}"
00000000000000000027,66.0,0.0755518302321434,"{""type"":""Point"",""coordinates"":[29.978777418590415,-29.678042246890136]}"
00000000000000000028,70.0,0.12486804276704788,"{""type"":""Point"",""coordinates"":[30.056261646624222,-29.553655707854592]}"
00000000000000000029,71.0,-0.002436610171571374,"{""type"":""Point"",""coordinates"":[29.94067127405686,-29.6616601410037]}"
0000000000000000002a,72.0,0.03365222364664078,"{""type"":""Point"",""coordinates"":[30.50959798108201,-29.270332863192078]}"
0000000000000000002b,73.0,-0.12004867196083069,"{""type"":""Point"",""coordinates"":[30.074740082845253,-29.59523428445063]}"
0000000000000000002c,74.0,0.08093009144067764,"{""type"":""Point"",""coordinates"":[30.29161299510835,-29.24651915551508]}"
0000000000000000002d,76.0,-0.014187761582434177,"{""type"":""Point"",""coordinates"":[30.00098226164463,-29.706620755048576]}"
0000000000000000002e,77.0,-0.1578686237335205,"{""type"":""Point"",""coordinates"":[30.23799771361853,-29.26238668996577]}"
0000000000000000002f,79.0,-0.007294809445738792,"{""type"":""Point"",""coordinates"":[30.31910928163812,-29.24875724027402]}"
00000000000000000030,83.0,0.17990364134311676,"{""type"":""Point"",""coordinates"":[30.081242619441095,-29.580760268136537]}"
00000000000000000031,85.0,0.024966955184936523,"{""type"":""Point"",""coordinates"":[29.934045002005515,-29.665844743734294]}"
00000000000000000032,86.0,-0.02011895179748535,"{""type"":""Point"",""coordinates"":[30.498214470748056,-29.26381967989436]}"
00000000000000000033,87.0,-0.09007183462381363,"{""type"":""Point"",""coordinates"":[29.94750601336466,-29.67599985111668]}"
00000000000000000034,91.0,-0.017779214307665825,"{""type"":""Point"",""coordinates"":[29.933359713170592,-29.671026221210145]}"
00000000000000000035,92.0,-0.10940182954072952,"{""type"":""Point"",""coordinates"":[30.068954583211166,-29.591413082005253]}"
00000000000000000036,93.0,0.09169862419366837,"{""type"":""Point"",""coordinates"":[30.086447446263673,-29.59319530271338]}"
00000000000000000037,95.0,-0.02514442428946495,"{""type"":""Point"",""coordinates"":[30.088641485296197,-29.558716992576727]}"
00000000000000000038,96.0,-0.002267393283545971,"{""type"":""Point"",""coordinates"":[30.3105487136075,-29.242840452363488]}"
00000000000000000039,97.0,0.07191666215658188,"{""type"":""Point"",""coordinates"":[29.926262833960642,-29.662347176830085]}"
0000000000000000003a,99.0,-0.10305006057024002,"{""type"":""Point"",""coordinates"":[29.969774666469103,-29.623189449306953]}"
0000000000000000003b,100.0,0.03938029706478119,"{""type"":""Point"",""coordinates"":[29.97658597548965,-29.706526652714366]}"
0000000000000000003c,102.0,-0.09287496656179428,"{""type"":""Point"",""coordinates"":[30.1028332524548,-29.59090384895029]}"
0000000000000000003d,103.0,0.04202422499656677,"{""type"":""Point"",""coordinates"":[30.499645315433376,-29.282026866319452]}"
0000000000000000003e,104.0,0.10332488268613815,"{""type"":""Point"",""coordinates"":[29.92469043653307,-29.700169163327423]}"
0000000000000000003f,106.0,0.011121371760964394,"{""type"":""Point"",""coordinates"":[29.984509285951578,-29.710794690804583]}"
00000000000000000040,107.0,0.002699257805943489,"{""type"":""Point"",""coordinates"":[29.9593916471836,-29.661267563120003]}"
00000000000000000041,108.0,-0.006598388776183128,"{""type"":""Point"",""coordinates"":[30.274670199223156,-29.26163553329843]}"
00000000000000000042,109.0,-0.0684971734881401,"{""type"":""Point"",""coordinates"":[30.24173123647591,-29.252085105730746]}"
00000000000000000043,113.0,0.04136271774768829,"{""type"":""Point"",""coordinates"":[29.98525286688975,-29.6166750857613]}"
00000000000000000044,114.0,0.07288438081741333,"{""type"":""Point"",""coordinates"":[30.26077089896633,-29.236742914054204]}"
00000000000000000045,118.0,0.007866236381232738,"{""type"":""Point"",""coordinates"":[30.462719525134535,-29.264551784269702]}"
00000000000000000046,119.0,-0.08509574085474014,"{""type"":""Point"",""coordinates"":[30.006510550292283,-29.714557861237537]}"
00000000000000000047,121.0,-0.09911049157381058,"{""type"":""Point"",""coordinates"":[29.933912825088115,-29.68133970686333]}"
00000000000000000048,122.0,-0.009918448515236378,"{""type"":""Point"",""coordinates"":[30.336683118020662,-29.231811544756912]}"
00000000000000000049,123.0,0.23825080692768097,"{""type"":""Point"",""coordinates"":[30.50462094674815,-29.239113747469723]}"
0000000000000000004a,124.0,-0.0448584221303463,"{""type"":""Point"",""coordinates"":[30.523157189454867,-29.266536901392985]}"
0000000000000000004b,125.0,-0.12000679969787598,"{""type"":""Point"",""coordinates"":[30.058924953109926,-29.599003277089007]}"
0000000000000000004c,126.0,0.0012425166787579656,"{""type"":""Point"",""coordinates"":[29.971931651846642,-29.71517211467499]}"
0000000000000000004d,128.0,0.10751030594110489,"{""type"":""Point"",""coordinates"":[30.066214847324705,-29.576171232864155]}"
0000000000000000004e,129.0,0.016452720388770103,"{""type"":""Point"",""coordinates"":[30.084370261776705,-29.57494629886163]}"
0000000000000000004f,130.0,0.10530687123537064,"{""type"":""Point"",""coordinates"":[30.349397922204346,-29.235632993102286]}"
00000000000000000050,131.0,-0.09973924607038498,"{""type"":""Point"",""coordinates"":[30.284760666925994,-29.262002218964557]}"
00000000000000000051,132.0,0.08375761657953262,"{""type"":""Point"",""coordinates"":[30.10953366218386,-29.581375190466545]}"
00000000000000000052,134.0,0.03472139313817024,"{""type"":""Point"",""coordinates"":[29.982209840065384,-29.701779914877015]}"
00000000000000000053,136.0,-0.042242079973220825,"{""type"":""Point"",""coordinates"":[30.00756729163683,-29.720249326595138]}"
00000000000000000054,137.0,-0.12864325940608978,"{""type"":""Point"",""coordinates"":[29.962210123915142,-29.675773988478994]}"
00000000000000000055,138.0,-0.025690317153930664,"{""type"":""Point"",""coordinates"":[30.507783553014413,-29.29037362918684]}"
00000000000000000056,140.0,0.057084690779447556,"{""type"":""Point"",""coordinates"":[30.08888527979008,-29.564318577533886]}"
00000000000000000057,141.0,0.051434021443128586,"{""type"":""Point"",""coordinates"":[30.287090086591498,-29.25094524601865]}"
00000000000000000058,144.0,-0.07312723249197006,"{""type"":""Point"",""coordinates"":[30.00859696115741,-29.724955289877396]}"
00000000000000000059,145.0,0.12452350556850433,"{""type"":""Point"",""coordinates"":[30.482964373728702,-29.258240318545038]}"
0000000000000000005a,147.0,0.14970329403877258,"{""type"":""Point"",""coordinates"":[30.076545658212275,-29.590179328140096]}"
0000000000000000005b,148.0,0.12652529776096344,"{""type"":""Point"",""coordinates"":[30.47127809021807,-29.288827443375872]}"
0000000000000000005c,149.0,0.04204290732741356,"{""type"":""Point"",""coordinates"":[30.458655169304024,-29.30309598243035]}"
0000000000000000005d,150.0,0.048472654074430466,"{""type"":""Point"",""coordinates"":[29.968760583439153,-29.638906355666883]}"
0000000000000000005e,152.0,-0.0851142629981041,"{""type"":""Point"",""coordinates"":[29.953058675958847,-29.653202804419468]}"
0000000000000000005f,153.0,0.02515791356563568,"{""type"":""Point"",""coordinates"":[30.015746178133593,-29.72255160229178]}"
00000000000000000060,154.0,-0.0748821496963501,"{""type"":""Point"",""coordinates"":[29.911246462675734,-29.698817483105735]}"
00000000000000000061,155.0,0.029148943722248077,"{""type"":""Point"",""coordinates"":[30.324287209895658,-29.269507301972517]}"
00000000000000000062,158.0,-0.039796505123376846,"{""type"":""Point"",""coordinates"":[29.9954351154104,-29.70709031494227]}"
00000000000000000063,159.0,0.127333864569664,"{""type"":""Point"",""coordinates"":[30.316193096057585,-29.272044883680405]}"
00000000000000000064,160.0,0.006032899953424931,"{""type"":""Point"",""coordinates"":[30.290544174172748,-29.281811881245716]}"
00000000000000000065,163.0,0.141753688454628,"{""type"":""Point"",""coordinates"":[30.47614906407871,-29.272087245110097]}"
00000000000000000066,165.0,-0.058813925832509995,"{""type"":""Point"",""coordinates"":[30.281403686123703,-29.276548576744993]}"
00000000000000000067,166.0,0.03570488095283508,"{""type"":""Point"",""coordinates"":[29.91272803226408,-29.666813317397875]}"
00000000000000000068,168.0,-0.07494596391916275,"{""type"":""Point"",""coordinates"":[30.318666884888728,-29.22774388285605]}"
00000000000000000069,169.0,0.07178423553705215,"{""type"":""Point"",""coordinates"":[30.284398306919524,-29.269526061148326]}"
0000000000000000006a,170.0,0.0879351943731308,"{""type"":""Point"",""coordinates"":[29.9793418089394,-29.620233828190436]}"
0000000000000000006b,171.0,-0.05287301912903786,"{""type"":""Point"",""coordinates"":[30.06257200899945,-29.60749175578635]}"
0000000000000000006c,173.0,0.01904940791428089,"{""type"":""Point"",""coordinates"":[30.329050192286704,-29.236768218799842]}"
0000000000000000006d,174.0,0.10849542915821075,"{""type"":""Point"",""coordinates"":[30.27051850997537,-29.20953540739003]}"
0000000000000000006e,175.0,0.12451760470867157,"{""type"":""Point"",""coordinates"":[29.98153242134881,-29.68568862962161]}"
0000000000000000006f,176.0,-0.05975823476910591,"{""type"":""Point"",""coordinates"":[30.317936681805637,-29.238126253439727]}"
00000000000000000070,179.0,0.012338359840214252,"{""type"":""Point"",""coordinates"":[30.239362807845314,-29.246551308088794]}"
00000000000000000071,182.0,0.015678197145462036,"{""type"":""Point"",""coordinates"":[30.266220420606437,-29.260253940528536]}"
00000000000000000072,184.0,-0.0795769914984703,"{""type"":""Point"",""coordinates"":[30.33209584542456,-29.228191680426544]}"
00000000000000000073,186.0,-0.06492186337709427,"{""type"":""Point"",""coordinates"":[30.277264388913725,-29.273759822908954]}"
00000000000000000074,187.0,-0.06334841996431351,"{""type"":""Point"",""coordinates"":[29.928421893193565,-29.69044762618306]}"
00000000000000000075,189.0,0.13385608792304993,"{""type"":""Point"",""coordinates"":[29.981564171400155,-29.625772932487344]}"
00000000000000000076,190.0,-0.014404287561774254,"{""type"":""Point"",""coordinates"":[30.24755901092296,-29.24399809724953]}"
00000000000000000077,191.0,0.03358011692762375,"{""type"":""Point"",""coordinates"":[30.469819149777216,-29.321873270186355]}"
00000000000000000078,192.0,-0.006972259376198053,"{""type"":""Point"",""coordinates"":[30.115839460742084,-29.569648275156013]}"
00000000000000000079,193.0,0.06907027214765549,"{""type"":""Point"",""coordinates"":[30.066264673950936,-29.60346369663758]}"
0000000000000000007a,194.0,-0.07295852899551392,"{""type"":""Point"",""coordinates"":[29.988166720016007,-29.703034806593035]}"
0000000000000000007b,197.0,0.045929763466119766,"{""type"":""Point"",""coordinates"":[29.97011667894262,-29.652819621249073]}"
0000000000000000007c,198.0,-0.11118698865175247,"{""type"":""Point"",""coordinates"":[30.053037218045112,-29.597654855419574]}"
0000000000000000007d,201.0,0.0072773294523358345,"{""type"":""Point"",""coordinates"":[30.2848457808649,-29.280603607974946]}"
0000000000000000007e,203.0,0.023245984688401222,"{""type"":""Point"",""coordinates"":[29.919635956126108,-29.67678237910608]}"
0000000000000000007f,204.0,0.01033295039087534,"{""type"":""Point"",""coordinates"":[30.316435905826104,-29.254349829307287]}"
00000000000000000080,207.0,-0.0353468619287014,"{""type"":""Point"",""coordinates"":[30.305693243009692,-29.224536762797694]}"
00000000000000000081,209.0,0.061771608889102936,"{""type"":""Point"",""coordinates"":[29.966567612120084,-29.629669982230794]}"
00000000000000000082,212.0,-0.019477326422929764,"{""type"":""Point"",""coordinates"":[30.106980851413283,-29.55344111790708]}"
00000000000000000083,213.0,0.04887600988149643,"{""type"":""Point"",""coordinates"":[30.34659373074591,-29.22480855477751]}"
00000000000000000084,214.0,-6.579711334779859E-4,"{""type"":""Point"",""coordinates"":[29.988716897143362,-29.63834518051299]}"
00000000000000000085,216.0,0.1046537533402443,"{""type"":""Point"",""coordinates"":[30.085738768105983,-29.588626655943866]}"
00000000000000000086,219.0,-0.01235521212220192,"{""type"":""Point"",""coordinates"":[29.984465264037304,-29.680875857372996]}"
00000000000000000087,221.0,-0.07039797306060791,"{""type"":""Point"",""coordinates"":[29.93907656643027,-29.667939810768342]}"
00000000000000000088,222.0,0.038187604397535324,"{""type"":""Point"",""coordinates"":[30.491657049997713,-29.26989415149026]}"
00000000000000000089,223.0,-0.09692516177892685,"{""type"":""Point"",""coordinates"":[30.311598333571325,-29.24916602633941]}"
0000000000000000008a,224.0,-0.002209456404671073,"{""type"":""Point"",""coordinates"":[30.290653003851833,-29.286394607383322]}"
0000000000000000008b,225.0,0.019614020362496376,"{""type"":""Point"",""coordinates"":[29.917117011527605,-29.659381489627602]}"
0000000000000000008c,226.0,0.11084053665399551,"{""type"":""Point"",""coordinates"":[30.496821987360057,-29.25473921423363]}"
0000000000000000008d,228.0,0.0280707199126482,"{""type"":""Point"",""coordinates"":[30.236537207788345,-29.25366128914869]}"
0000000000000000008e,229.0,0.016127096489071846,"{""type"":""Point"",""coordinates"":[30.299959085351706,-29.24385376174446]}"
0000000000000000008f,230.0,0.10118333250284195,"{""type"":""Point"",""coordinates"":[30.294861243415163,-29.260438522285547]}"
00000000000000000090,232.0,-0.08503057062625885,"{""type"":""Point"",""coordinates"":[30.282282736525485,-29.244489442380733]}"
00000000000000000091,233.0,-0.055755894631147385,"{""type"":""Point"",""coordinates"":[30.065580051796964,-29.58642280058915]}"
00000000000000000092,236.0,0.08772789686918259,"{""type"":""Point"",""coordinates"":[29.968199687268392,-29.711711235371872]}"
00000000000000000093,237.0,0.05065188929438591,"{""type"":""Point"",""coordinates"":[30.48632217625515,-29.278154108130128]}"
00000000000000000094,238.0,-0.051906734704971313,"{""type"":""Point"",""coordinates"":[30.105005703992347,-29.58676080123588]}"
00000000000000000095,239.0,-0.039492297917604446,"{""type"":""Point"",""coordinates"":[30.05931218594182,-29.578601606087187]}"
00000000000000000096,241.0,-0.08819634467363358,"{""type"":""Point"",""coordinates"":[29.97574375373296,-29.637073789772575]}"
00000000000000000097,242.0,-0.02394735813140869,"{""type"":""Point"",""coordinates"":[29.990426913570623,-29.71149349892014]}"
00000000000000000098,243.0,0.18415653705596924,"{""type"":""Point"",""coordinates"":[30.514803486038023,-29.22635763173009]}"
00000000000000000099,244.0,0.040682513266801834,"{""type"":""Point"",""coordinates"":[30.299217819738473,-29.253604360916114]}"
0000000000000000009a,245.0,-0.08190493285655975,"{""type"":""Point"",""coordinates"":[29.9715339817818,-29.697507008800017]}"
0000000000000000009b,247.0,0.04586819186806679,"{""type"":""Point"",""coordinates"":[29.93439770155699,-29.652194747841918]}"
0000000000000000009c,248.0,0.10185148566961288,"{""type"":""Point"",""coordinates"":[30.07607268040312,-29.54387712558003]}"
0000000000000000009d,250.0,0.05772329121828079,"{""type"":""Point"",""coordinates"":[30.304883471570612,-29.254260561520198]}"
0000000000000000009e,251.0,-0.05196835845708847,"{""type"":""Point"",""coordinates"":[30.1101294779696,-29.560829654461855]}"
0000000000000000009f,253.0,-0.0357658825814724,"{""type"":""Point"",""coordinates"":[30.449603950055845,-29.31228198223905]}"
000000000000000000a0,255.0,0.17556925117969513,"{""type"":""Point"",""coordinates"":[30.35454361303908,-29.229690068577476]}"
000000000000000000a1,256.0,0.09844905883073807,"{""type"":""Point"",""coordinates"":[30.070594708575676,-29.555217386731634]}"
000000000000000000a2,257.0,-0.05467262864112854,"{""type"":""Point"",""coordinates"":[29.94891948495891,-29.669599497134378]}"
000000000000000000a3,258.0,-0.11258068680763245,"{""type"":""Point"",""coordinates"":[30.06130941001601,-29.590267948980216]}"
000000000000000000a4,259.0,-0.04880572110414505,"{""type"":""Point"",""coordinates"":[29.965915743358583,-29.668633600114774]}"
000000000000000000a5,261.0,-0.007962027564644814,"{""type"":""Point"",""coordinates"":[30.0894743248871,-29.54753381516563]}"
000000000000000000a6,262.0,0.018831219524145126,"{""type"":""Point"",""coordinates"":[30.27398569174957,-29.268763196904253]}"
000000000000000000a7,265.0,0.034071799367666245,"{""type"":""Point"",""coordinates"":[30.082694891235686,-29.56446469451679]}"
000000000000000000a8,266.0,-0.07439468055963516,"{""type"":""Point"",""coordinates"":[29.9768811822247,-29.652504123214143]}"
000000000000000000a9,267.0,-0.025988206267356873,"{""type"":""Point"",""coordinates"":[30.487157869833208,-29.284909080098103]}"
000000000000000000aa,268.0,0.1970420777797699,"{""type"":""Point"",""coordinates"":[30.454776412240705,-29.276172942606475]}"
000000000000000000ab,269.0,0.002800718182697892,"{""type"":""Point"",""coordinates"":[30.252639401567272,-29.260396186691253]}"
000000000000000000ac,270.0,0.024353664368391037,"{""type"":""Point"",""coordinates"":[30.28946807538031,-29.26608731620201]}"
000000000000000000ad,276.0,0.048822689801454544,"{""type"":""Point"",""coordinates"":[30.26486355669627,-29.24217287953018]}"
000000000000000000ae,277.0,-0.04236960783600807,"{""type"":""Point"",""coordinates"":[30.327055162916484,-29.226317839096282]}"
000000000000000000af,279.0,-0.11380447447299957,"{""type"":""Point"",""coordinates"":[29.905264020827218,-29.683063539799388]}"
000000000000000000b0,281.0,0.034724269062280655,"{""type"":""Point"",""coordinates"":[30.318546096985198,-29.24412057011853]}"
000000000000000000b1,288.0,0.12289251387119293,"{""type"":""Point"",""coordinates"":[29.987098917191336,-29.62109531752782]}"
000000000000000000b2,289.0,-0.08640269190073013,"{""type"":""Point"",""coordinates"":[30.069332027878776,-29.61147359175354]}"
000000000000000000b3,292.0,0.10211267322301865,"{""type"":""Point"",""coordinates"":[29.965702852689233,-29.659509719991565]}"
000000000000000000b4,293.0,0.09428130090236664,"{""type"":""Point"",""coordinates"":[30.01350226503983,-29.707405330258485]}"
000000000000000000b5,295.0,0.04363469406962395,"{""type"":""Point"",""coordinates"":[30.104201104533146,-29.57799068293379]}"
000000000000000000b6,300.0,0.17130199074745178,"{""type"":""Point"",""coordinates"":[30.499859894039577,-29.27153909726665]}"
000000000000000000b7,302.0,-0.09908472746610641,"{""type"":""Point"",""coordinates"":[29.918403871499354,-29.654831892719805]}"
000000000000000000b8,305.0,-0.06748244166374207,"{""type"":""Point"",""coordinates"":[30.108459577125174,-29.571085971719864]}"
000000000000000000b9,307.0,-0.02484968490898609,"{""type"":""Point"",""coordinates"":[29.935496859824255,-29.66073471596406]}"
000000000000000000ba,309.0,0.17454905807971954,"{""type"":""Point"",""coordinates"":[30.0725382800681,-29.577649512723255]}"
000000000000000000bb,310.0,-0.06221792474389076,"{""type"":""Point"",""coordinates"":[30.307969688805997,-29.258657084742307]}"
000000000000000000bc,311.0,-0.08881578594446182,"{""type"":""Point"",""coordinates"":[30.046649937491413,-29.53801924685945]}"
000000000000000000bd,312.0,0.043742869049310684,"{""type"":""Point"",""coordinates"":[30.263021732837117,-29.22697880982787]}"
000000000000000000be,314.0,0.12789572775363922,"{""type"":""Point"",""coordinates"":[29.93273072507165,-29.693582685203797]}"
000000000000000000bf,315.0,0.009382975287735462,"{""type"":""Point"",""coordinates"":[29.98193580817853,-29.65057799994263]}"
000000000000000000c0,316.0,0.07737838476896286,"{""type"":""Point"",""coordinates"":[30.31067202139658,-29.227001189300985]}"
000000000000000000c1,319.0,-0.0065172347240149975,"{""type"":""Point"",""coordinates"":[30.26996780701019,-29.26488420388153]}"
000000000000000000c2,320.0,0.07123086601495743,"{""type"":""Point"",""coordinates"":[29.976128866316017,-29.641845805261124]}"
000000000000000000c3,322.0,0.06521739065647125,"{""type"":""Point"",""coordinates"":[29.937541686066897,-29.655839822113524]}"
000000000000000000c4,324.0,0.04137156903743744,"{""type"":""Point"",""coordinates"":[29.95955091792587,-29.636551011246578]}"
000000000000000000c5,325.0,0.10113750398159027,"{""type"":""Point"",""coordinates"":[30.447371360339226,-29.26115175108254]}"
000000000000000000c6,327.0,0.10108303278684616,"{""type"":""Point"",""coordinates"":[30.477389263145547,-29.266508831921804]}"
000000000000000000c7,328.0,-3.74153460143134E-5,"{""type"":""Point"",""coordinates"":[29.9953038803726,-29.6472467709377]}"
000000000000000000c8,329.0,0.0691371038556099,"{""type"":""Point"",""coordinates"":[29.9683211545805,-29.663979218850656]}"
000000000000000000c9,330.0,0.043335992842912674,"{""type"":""Point"",""coordinates"":[29.95511070527397,-29.646673767890622]}"
000000000000000000ca,331.0,-0.013192814774811268,"{""type"":""Point"",""coordinates"":[30.285510589003586,-29.23380893826325]}"
000000000000000000cb,333.0,0.04407793655991554,"{""type"":""Point"",""coordinates"":[30.324681042496895,-29.21514790601399]}"
000000000000000000cc,334.0,-0.045511409640312195,"{""type"":""Point"",""coordinates"":[29.939306467080495,-29.691805501071038]}"
000000000000000000cd,335.0,0.01654205285012722,"{""type"":""Point"",""coordinates"":[30.529290568563844,-29.275033273299634]}"
000000000000000000ce,336.0,0.014844692312180996,"{""type"":""Point"",""coordinates"":[30.0973117119647,-29.56745796967538]}"
000000000000000000cf,340.0,-0.010675368830561638,"{""type"":""Point"",""coordinates"":[29.90723916939392,-29.690043871829474]}"
000000000000000000d0,341.0,-0.004961860366165638,"{""type"":""Point"",""coordinates"":[30.247256813501732,-29.267091110496093]}"
000000000000000000d1,342.0,0.07986083626747131,"{""type"":""Point"",""coordinates"":[30.098033244365272,-29.5485001788769]}"
000000000000000000d2,344.0,0.002506265649572015,"{""type"":""Point"",""coordinates"":[30.338624069869383,-29.240447296504435]}"
000000000000000000d3,346.0,-0.04355587437748909,"{""type"":""Point"",""coordinates"":[30.246198151072225,-29.25591593552001]}"
000000000000000000d4,348.0,0.04779496788978577,"{""type"":""Point"",""coordinates"":[30.08519967977928,-29.569789136533483]}"
000000000000000000d5,349.0,-0.013793103396892548,"{""type"":""Point"",""coordinates"":[30.074950691089025,-29.607098348057022]}"
000000000000000000d6,351.0,0.0374663770198822,"{""type"":""Point"",""coordinates"":[30.31060853676471,-29.25382071122224]}"
000000000000000000d7,353.0,0.12987244129180908,"{""type"":""Point"",""coordinates"":[29.921225154417563,-29.706521413545268]}"
000000000000000000d8,355.0,0.11034732311964035,"{""type"":""Point"",""coordinates"":[30.48541114435334,-29.298032251117014]}"
000000000000000000d9,357.0,-0.06393500417470932,"{""type"":""Point"",""coordinates"":[30.348192209957062,-29.249521186920273]}"
000000000000000000da,358.0,-0.07380373030900955,"{""type"":""Point"",""coordinates"":[29.929617476276984,-29.655687701034257]}"
000000000000000000db,359.0,-0.00919372495263815,"{""type"":""Point"",""coordinates"":[30.26681023824364,-29.217720697483703]}"
000000000000000000dc,363.0,-0.040886636823415756,"{""type"":""Point"",""coordinates"":[30.09163121713822,-29.590703469910196]}"
000000000000000000dd,364.0,-0.03326418623328209,"{""type"":""Point"",""coordinates"":[30.275966554025537,-29.22891335123852]}"
000000000000000000de,366.0,-0.033105120062828064,"{""type"":""Point"",""coordinates"":[29.991223097079352,-29.615937759739523]}"
000000000000000000df,372.0,0.0846383273601532,"{""type"":""Point"",""coordinates"":[30.24219926176404,-29.242065260208506]}"
000000000000000000e0,373.0,-0.11052034795284271,"{""type"":""Point"",""coordinates"":[30.081739568442384,-29.59551831363798]}"
000000000000000000e1,374.0,-0.09633272141218185,"{""type"":""Point"",""coordinates"":[29.97120677738951,-29.66791758631489]}"
000000000000000000e2,377.0,-0.04395947605371475,"{""type"":""Point"",""coordinates"":[30.484103158700552,-29.302413846682864]}"
000000000000000000e3,378.0,-0.11996139585971832,"{""type"":""Point"",""coordinates"":[30.054735236943692,-29.602151569676327]}"
